chapter_no	chapter_title	id	word	phonetic	pos	tag	meaning	root	example_en	example_cn	extra	source
2	植物研究	29	rear	/rɪə/	v.	高频	培养，抚养；饲养	源自古英语 rǣran（举起；养育）→ 饲养	The family rears a small herd of goats on the hills behind their house.	这家人在屋后的山上饲养了一小群山羊。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	30	arable	/ˈærəbəl/	adj.	高频	适于耕种的	源自拉丁语 arare（犁地）→ 适于耕种的	Only a small fraction of the country's land is arable and suitable for wheat.	该国只有一小部分土地适合耕种小麦。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	31	plough	/plaʊ/	n.	高频	犁	源自古英语 plōg（犁）→ 犁	The old wooden plough was replaced by a modern steel one last season.	上个季节，那把旧木犁被现代钢犁取代了。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	32	spade	/speɪd/	n.	低频	铲，锹	源自古英语 spadu（铲子）→ 铲	He used a sharp spade to dig neat rows for the vegetable seeds.	他用一把锋利的铲子为蔬菜种子挖出了整齐的垄沟。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	33	rake	/reɪk/	n.	低频	耙子	源自古诺斯语 reka（耙）→ 耙子	Leaves covered the lawn, so she took out the rake and began clearing them away.	草坪上铺满了落叶，她便拿出耙子开始清理。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	34	stack	/stæk/	n.	高频	堆，垛	源自古诺斯语 stakkr（堆）→ 堆	A tall stack of firewood stood ready beside the barn for winter.	谷仓旁整齐地堆着一大堆劈好的柴，供冬天使用。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	35	heap	/hiːp/	n.	高频	（大而杂乱的）堆	源自古英语 hēap（堆）→ 堆	A heap of fallen apples lay under the old tree, attracting wasps.	老树下堆着大堆落果，引来许多黄蜂。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	36	bundle	/ˈbʌndl/	n.	高频	捆，包，束	源自古英语 byndele（捆绑）→ 捆	She tied the dried herbs into small bundles and hung them in the kitchen.	她把干草药扎成小捆，挂在厨房里。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	37	bunch	/bʌntʃ/	n.	高频	一束（花），一串（钥匙）	可能源自中古英语 bunche（捆）→ 一束	He arrived at the door with a bunch of wildflowers he had picked along the path.	他捧着一扎沿路采来的野花来到门前。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	38	vase	/vɑːz/	n.	低频	瓶，花瓶	源自法语 vase（花瓶）→ 花瓶	She placed the tulips in a tall glass vase on the dining table.	她把郁金香插在餐桌上一只高高的玻璃花瓶里。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	39	sunlight	/ˈsʌnlaɪt/	n.	核心	阳光	sun（太阳）+ light（光）→ 阳光	The seedlings need at least six hours of direct sunlight daily.	秧苗每天至少需要六小时直射阳光。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	40	short-day	/ˈʃɔːt deɪ/	adj.	识记	短日照的	short（短）+ day（日）→ 短日照的	Chrysanthemums are short-day plants that only bloom when nights grow longer.	菊花是短日照植物，只有当夜晚变长时才会开花。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	41	shade-tolerant	/ˈʃeɪdˌtɒlərənt/	adj.	识记	耐阴的	shade（阴凉）+ tolerant（忍受的）→ 耐阴的	Ferns are shade-tolerant and can thrive under the thick canopy of the forest.	蕨类植物耐阴，能在茂密的森林树冠下茂盛生长。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	42	fungus	/ˈfʌŋɡəs/	n.	高频	真菌	源自拉丁语 fungus（蘑菇）→ 真菌	A strange orange fungus began growing on the old wooden fence post.	一根旧木栅栏柱上长出了奇怪的橙色真菌。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	43	mould	/məʊld/	n.	高频	霉菌	可能源自古诺斯语 mygla（发霉）→ 霉菌	Bread left in a warm, damp place will quickly grow mould.	面包放在温暖潮湿的地方很快就会长出霉菌。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	44	pollen	/ˈpɒlən/	n.	高频	花粉	源自拉丁语 pollen（细粉）→ 花粉	Bees carry pollen from blossom to blossom, helping trees produce fruit.	蜜蜂在花朵间传播花粉，帮助果树结出果实。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	45	germinate	/ˈdʒɜːmɪneɪt/	v.	高频	（使）发芽；开始生长	源自拉丁语 germinare（发芽）→ 发芽	The seeds need warmth and moisture to germinate indoors before spring arrives.	这些种子需要在春天到来前在室内靠温暖和湿气发芽。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	46	seed	/siːd/	n.	核心	种子，籽；萌芽	源自古英语 sǣd（种子）→ 种子	She saved some seeds from last year's best tomatoes to plant again.	她从去年最好的番茄里留了一些种子以便再次种植。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	47	burgeon	/ˈbɜːdʒən/	n.	低频	嫩枝，新芽	源自古法语 burjon（嫩芽）→ 嫩枝	Tiny burgeons appeared on the willow branches just days after the frost ended.	霜冻刚过去几天，柳树枝上就冒出了小小的新芽。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	48	bud	/bʌd/	n.	高频	芽，苞，蓓蕾	可能源自中古英语 budde（芽）→ 蓓蕾	The rose buds begin to open in May, filling the garden with their scent.	玫瑰花蕾五月开始绽放，让花园充满芬芳。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	49	flower	/ˈflaʊə/	v.	核心	开花	源自拉丁语 flos（花）→ 开花	These bulbs flower in late spring, producing bright red petals.	这些球茎植物迟至春末开花，开出鲜红花瓣。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	50	blossom	/ˈblɒsəm/	v.	高频	开花	源自古英语 blōstm（花）→ 开花	The park's cherry trees blossom in early April, drawing large crowds.	公园的樱花树在四月初开花，吸引了大批游客。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	51	bloom	/bluːm/	n.	高频	花朵	源自古诺斯语 blóm（花）→ 花朵	The daisies are now in full bloom across the meadow.	草地上雏菊正盛开着。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	52	scent	/sent/	n.	高频	气味；香味	源自拉丁语 sentire（感觉到）→ 气味	The sweet scent of fresh lavender drifted through the open window.	新鲜薰衣草的甜香从敞开的窗户飘进来。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	53	aromatic	/ˌærəˈmætɪk/	adj.	高频	芳香的	源自希腊语 aroma（香料）→ 芳香的	Basil and mint are aromatic plants used to add flavour to many dishes.	罗勒和薄荷是芳香植物，被用来为许多菜肴增添风味。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	54	ripen	/ˈraɪpən/	v.	高频	（使）成熟	ripe（成熟的）+ en（动词后缀）→ 成熟	Tomatoes need plenty of sun to ripen fully on the vine.	番茄需要充足的阳光才能在藤上完全成熟。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	55	fruit	/fruːt/	v.	核心	结果实	源自拉丁语 fructus（果实）→ 结果实	The pear tree has fruited well this year, its branches bending low.	今年梨树果实累累，树枝都被压弯了。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	56	wither	/ˈwɪðə/	v.	高频	（使）枯萎	源自古英语 wiðerian（枯萎）→ 枯萎	The long hot summer caused many garden plants to wither before they could bloom.	漫长炎热的夏天让许多花园植物还没来得及开花就枯萎了。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	57	decompose	/ˌdiːkəmˈpəʊz/	v.	高频	（使）分解；（使）腐烂	de（非，相反）+ compose（组成）→ 分解	Fall leaves decompose on the forest floor, returning nutrients to the soil.	秋叶在森林地面腐烂分解，把养分归还给土壤。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	58	rot	/rɒt/	v.	高频	（使）腐烂	源自古英语 rotian（腐烂）→ 腐烂	Too much water in the pot caused the orchid roots to rot.	花盆里积水过多导致兰花根部腐烂。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	59	decay	/dɪˈkeɪ/	v.	高频	腐烂	de（向下）+ cay（掉落）→ 腐烂	The old tree stump began to decay, slowly turning into soft wood.	那棵老树桩开始腐烂，慢慢变成了松软的木材。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	60	stale	/steɪl/	adj.	高频	不新鲜的；陈腐的	可能源自古法语 estale（陈旧的）→ 不新鲜的	The seeds had gone stale and would no longer sprout, no matter how much water they got.	这些种子已经陈了，不论浇多少水都不会再发芽。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	61	rainforest	/ˈreɪnˌfɒrɪst/	n.	核心	雨林	rain（雨）+ forest（森林）→ 雨林	The Amazon rainforest is home to countless plant species yet to be studied.	亚马逊雨林是无数尚待研究的植物物种的家园。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	62	jungle	/ˈdʒʌŋɡəl/	n.	高频	（热带）丛林，密林	源自印地语 jangal（荒野）→ 丛林	Thick jungle vines made it almost impossible to walk without a machete.	茂密的丛林藤蔓让人几乎无法在没有砍刀的情况下行走。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	63	plantation	/plænˈteɪʃən/	n.	高频	种植园；栽植	plant（种植）+ ation（地点）→ 种植园	The old tea plantation on the hillside still produces some of the finest leaves in the region.	山坡上的老茶园仍然出产该地区最好的茶叶。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	64	field	/fiːld/	n.	核心	原野；场地；野外	源自古英语 feld（田野）→ 原野	The wheat field stretched so far that the golden stalks seemed to meet the sky.	麦田一望无际，金色的麦秆仿佛与天空相接。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	65	terrace	/ˈterəs/	n.	高频	梯田	源自拉丁语 terra（土地）→ 梯田	Rice grows on narrow terraces cut into the steep green hillsides.	稻谷生长在陡峭绿山坡上开垦出的狭长梯田里。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	66	timber	/ˈtɪmbə/	n.	核心	木材，木料；林木	源自古英语 timber（木材）→ 木材	The forest provides high-quality timber for local furniture makers.	这片森林为当地家具制作者提供优质木材。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	67	charcoal	/ˈtʃɑːkəʊl/	n.	高频	木炭	char（烧焦）+ coal（煤）→ 木炭	In some villages, people still burn charcoal for cooking and heating.	在一些村子里，人们仍然烧木炭做饭取暖。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	68	log	/lɒɡ/	n.	高频	原木；（航海、飞行）日志	可能源自古诺斯语 lág（倒下的树）→ 原木	They floated the logs down the river to the sawmill.	他们顺流漂浮着原木运往锯木厂。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	69	logo	/ˈlɒɡəʊ/	n.	核心	标识，标志，徽标	源自希腊语 logos（字；话语）→ 标识	The environmental group chose a green leaf as its logo to show its mission.	那个环保组织选用一片绿叶作为标志，以体现其使命。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	70	forestry	/ˈfɒrɪstri/	n.	高频	林学；林业	forest（森林）+ ry（行业）→ 林业	Sustainable forestry practices help protect forests for future generations.	可持续的林业做法有助于为后代保护森林。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	71	branch	/brɑːntʃ/	n.	核心	树枝；分支机构	源自古法语 branche（树枝）→ 树枝	A small bird built its nest in the fork of a low branch.	一只小鸟在一根低矮树枝的分叉处筑了巢。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	72	trunk	/trʌŋk/	n.	高频	树干；躯干；大箱子	源自拉丁语 truncus（被砍掉的树枝；树干）→ 树干	The ancient oak had a trunk so wide that three children could not wrap their arms around it.	那棵古橡树的树干粗得三个孩子都合抱不过来。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	73	bough	/baʊ/	n.	低频	大树枝	源自古英语 bōg（树枝）→ 大树枝	A heavy bough broke off during the storm and crashed onto the garden shed.	暴风雨中一根沉重的大树枝折断，砸在了花园棚屋上。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	74	root	/ruːt/	n.	核心	根	源自古诺斯语 rót（根）→ 根	Strong roots help trees survive strong winds and dry spells.	强壮的根系帮助树木抵御强风和干旱。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	75	hay	/heɪ/	n.	高频	干草	源自古英语 hēg（干草）→ 干草	After cutting the grass, they left it in the sun to dry into hay.	割完草后，他们把草留在阳光下晒成干草。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	76	straw	/strɔː/	n.	高频	稻草，麦秆；吸管	源自古英语 strēaw（稻草）→ 稻草	The stable floor was covered with fresh straw to keep the horses dry.	马厩地板上铺着新鲜稻草，让马匹保持干爽。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	77	reed	/riːd/	n.	低频	芦苇	源自古英语 hrēod（芦苇）→ 芦苇	Tall reeds grew along the marshy edges of the lake, hiding the waterbirds.	高大的芦苇长在湖泊的沼泽边缘，藏住了水鸟。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	78	thorn	/θɔːn/	n.	高频	刺，棘刺；荆棘	源自古英语 þorn（刺）→ 刺	Be careful of the thorns when you pick those wild roses.	摘那些野玫瑰时小心荆棘刺。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	79	weed	/wiːd/	n.	高频	杂草	源自古英语 wēod（野草）→ 杂草	She spent the morning pulling out weeds that had taken over the vegetable patch.	她花了一上午清除已经占满菜地的杂草。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	80	grass	/ɡrɑːs/	n.	核心	草；草地	源自古英语 græs（草）→ 草	Morning dew sparkled on every blade of grass in the meadow.	晨露在草地的每片草叶上闪闪发光。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	81	meadow	/ˈmedəʊ/	n.	高频	草地；牧场	源自古英语 mǣdwe（牧场）→ 草地	Sheep grazed peacefully across the wide green meadow, knee-deep in wildflowers.	羊群在宽阔的绿草地上安静地吃草，野花没过膝间。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	82	lawn	/lɔːn/	n.	高频	草地，草坪	源自古法语 lande（荒地）→ 草坪	The garden had a neat green lawn where children could play safely.	花园里有一片整洁的绿草坪，孩子们可以安全玩耍。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	83	olive	/ˈɒlɪv/	n.	高频	橄榄；橄榄树	源自希腊语 elaia（橄榄）→ 橄榄	The ancient olive trees on the hillside are said to be over a thousand years old.	山坡上那些古老的橄榄树据说已有上千年树龄。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	84	pine	/paɪn/	n.	高频	松树；松木	源自拉丁语 pinus（松树）→ 松树	A line of tall pine trees protected the farmhouse from the cold north wind.	一排高大的松树保护农舍免受北方寒风侵袭。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	85	vine	/vaɪn/	n.	高频	葡萄藤	源自拉丁语 vinea（葡萄园）→ 葡萄藤	The vine climbed all the way up to the balcony, loaded with purple grapes.	葡萄藤一直爬到阳台上，挂满了紫葡萄。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	86	violet	/ˈvaɪələt/	n.	低频	紫罗兰	源自拉丁语 viola（紫罗兰）→ 紫罗兰	Little violets appeared in the shade of the trees, adding colour to the woodland floor.	小紫罗兰在树荫下出现，为林地铺上一层色彩。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	87	tulip	/ˈtjuːlɪp/	n.	低频	郁金香	源自土耳其语 tülbent（头巾）→ 郁金香（花形似头巾）	Rows of red and yellow tulips lined the path to the old windmill.	红黄相间的郁金香成行排列在通往老风车的小路旁。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	88	mint	/mɪnt/	n.	高频	薄荷；铸币厂	源自希腊语 minthē（薄荷）→ 薄荷	A few leaves of fresh mint can make a simple cup of tea taste special.	几片新鲜薄荷叶就能让一杯简单的茶变得与众不同。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	89	reef	/riːf/	n.	高频	（暗）礁，礁脉	可能源自古诺斯语 rif（暗礁）→ 礁石	The coral reef shelters thousands of tiny sea creatures among its colourful branches.	珊瑚礁在它色彩斑斓的分枝间庇护了成千上万微小海洋生物。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	90	alga	/ˈælɡə/	n.	识记	海藻，藻	源自拉丁语 alga（海藻）→ 藻类	Tiny green alga covered the surface of the pond, turning the water bright green.	微小的绿藻覆盖了池塘表面，把水染成鲜绿色。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	91	enzyme	/ˈenzaɪm/	n.	高频	酶	en（在…里）+ zyme（酵母）→ 酶	Some fruits contain enzymes that help break down tough meat fibres.	一些水果含有能帮助分解坚韧肉纤维的酶。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	92	catalyst	/ˈkætəlɪst/	n.	高频	催化剂；促进因素	cata（向下）+ lyst（松开）→ 催化剂	The new environmental law served as a catalyst for cleaner farming methods.	新环境法成了推广更清洁耕作方式的催化剂。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	93	release	/rɪˈliːs/	v.	核心	释放；发布	re（回）+ lease（松开）→ 释放	Trees release oxygen back into the air, which is vital for all animals.	树木把氧气释放回空气中，这对所有动物都至关重要。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	94	emission	/ɪˈmɪʃən/	n.	核心	排放，散发；排放物	e（向外）+ mit（送）+ sion → 排放	The country agreed to cut its carbon emissions by planting more forests.	该国同意通过种植更多森林来减少碳排放。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	95	absorb	/əbˈsɔːb/	v.	核心	吸收；吸引全部注意力	ab（离开）+ sorb（吸）→ 吸收	The thick layer of dead leaves slowly absorbed the heavy rain, preventing floods.	厚厚一层落叶慢慢吸收了大雨，避免了洪水。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	96	circulation	/ˌsɜːkjʊˈleɪʃən/	n.	高频	流通；循环；流传	circul（圆环）+ ation → 循环	Good air circulation inside a greenhouse helps prevent fungal diseases on plants.	温室内良好的空气流通有助于预防植物真菌病害。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	97	exceed	/ɪkˈsiːd/	v.	核心	超过	ex（向外）+ ceed（走）→ 超过	The high summer temperatures exceeded what the delicate seedlings could bear.	夏季高温超过了这些娇嫩幼苗能承受的限度。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	98	uptake	/ˈʌpteɪk/	n.	高频	摄取；领会	up（向上）+ take（拿）→ 摄取	Adding organic matter improves the plant's uptake of nutrients from the soil.	添加有机物质能促进植物从土壤中摄取养分。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	99	nutrient	/ˈnjuːtriənt/	n.	核心	营养物质	nutri（滋养）+ ent（物质）→ 营养物质	The vegetable plants turned yellow because the soil lacked key nutrients.	蔬菜变黄了，因为土壤缺乏关键营养物质。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	100	energy	/ˈenədʒi/	n.	核心	能源；精力	en（在…里）+ erg（工作）+ y → 能量	Sunlight provides the energy that plants need to turn water and air into food.	阳光提供了植物将水和空气转化成食物所需的能量。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	101	surroundings	/səˈraʊndɪŋz/	n.	核心	环境	surround（围绕）+ ings（复数名词）→ 环境	The plant quickly adapts its leaf shape to its immediate surroundings.	这种植物会根据所处环境迅速调整叶片形状。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	102	mechanism	/ˈmekənɪzəm/	n.	核心	机制；构造	源自希腊语 mēkhanē（机器）→ 机制	Scientists are still studying the cellular mechanism by which roots detect water.	科学家仍在研究根系探测水分的细胞机制。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	103	counterbalance	/ˌkaʊntəˈbæləns/	n.	高频	起平衡作用的事物	counter（对抗）+ balance（平衡）→ 抵消	The growth of new leaves serves as a natural counterbalance to the loss of old ones.	新叶的生长是对老叶损失的天然平衡。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	104	protect	/prəˈtekt/	v.	核心	保护	pro（前）+ tect（盖）→ 保护	Thick bark protects the inner tree from insect damage and extreme cold.	厚实的树皮保护树干内部免受虫害和极寒侵袭。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	105	preserve	/prɪˈzɜːv/	v.	核心	保护；维持（原状）；保存	pre（预先）+ serve（保持）→ 保护	The national park was set up to preserve the unique flora of the region.	这个国家公园的建立是为了保护该地区独特的植物群。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	106	conservation	/ˌkɒnsəˈveɪʃən/	n.	核心	保护；保存	conserv（保存）+ ation → 保护	Water conservation is critical for farming in dry regions.	水资源保护对于干旱地区的农业至关重要。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	107	bush fire	/ˈbʊʃ faɪə/	n.	识记	林区大火	bush（灌木丛）+ fire（火）→ 林区大火	The bush fire swept through the dry grass and destroyed several old olive trees.	林区大火席卷了干草地，毁掉了几棵老橄榄树。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	108	extinguish	/ɪkˈstɪŋɡwɪʃ/	v.	高频	扑灭（火）；使破灭	ex（向外）+ tingu（熄灭）+ ish → 扑灭	Firefighters worked for hours to extinguish the flames threatening the pine forest.	消防员奋战数小时才扑灭威胁松林的火焰。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	109	destruct	/dɪˈstrʌkt/	v.	高频	（使）自毁	de（除去）+ struct（建造）→ 毁灭	The virus caused the infected plant cells to self-destruct.	病毒导致受感染的植物细胞自毁。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	110	ruin	/ˈruːɪn/	v.	核心	毁坏	源自拉丁语 ruina（倒塌）→ 毁坏	A late spring frost ruined the entire year's apple crop.	一场晚春霜冻毁了整年的苹果收成。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	111	perish	/ˈperɪʃ/	v.	高频	毁灭，消亡；腐烂	源自拉丁语 perire（死去）→ 消亡	Many seedlings perished in the unexpected heatwave before they could be transplanted.	许多秧苗在移栽前就在突如其来的热浪中死去了。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	112	demolish	/dɪˈmɒlɪʃ/	v.	高频	拆除；毁坏	de（向下）+ mol（堆）+ ish → 拆毁	The old greenhouse was demolished to make space for a larger community garden.	旧温室被拆除，为更大的社区花园腾出空间。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	113	infringe	/ɪnˈfrɪndʒ/	v.	高频	侵犯；违反	in（入）+ fringe（边缘）→ 破坏边缘 → 侵犯	The new housing development would infringe on the protected forest area.	新住宅开发将侵占受保护的森林区域。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	114	undermine	/ˌʌndəˈmaɪn/	v.	核心	破坏；逐渐削弱	under（在…下面）+ mine（挖矿）→ 破坏根基	Overuse of chemical fertilisers may undermine the natural fertility of the soil.	过度使用化肥可能会逐渐削弱土壤的自然肥力。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	115	extinction	/ɪkˈstɪŋkʃən/	n.	核心	灭绝	extinct（灭绝的）+ ion → 灭绝	Several rare orchid species are facing extinction as their rainforest habitat shrinks.	随着雨林栖息地缩小，好几种稀有兰花正面临灭绝。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	116	pattern	/ˈpætən/	n.	核心	模式；式样；底样	源自拉丁语 patronus（模型）→ 模式	The rings in a tree trunk follow a clear pattern that reflects years of growth.	树干中的年轮遵循清晰的模式，反映了多年的生长状况。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	117	outcome	/ˈaʊtkʌm/	n.	核心	结果	out（出来）+ come（来到）→ 结果	The final outcome of the experiment showed that the new rice variety needed far less water.	实验的最终结果表明，这种新水稻品种所需的水量要少得多。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	118	impact	/ˈɪmpækt/	n.	核心	影响	im（入）+ pact（紧压）→ 影响	The introduction of foreign insects had a severe impact on the local plants.	外来昆虫的引入对当地植物造成了严重影响。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	119	seasonal	/ˈsiːzənəl/	adj.	核心	季节性的	season（季节）+ al（形容词）→ 季节性的	The river's flow is highly seasonal, swelling with snow melt in spring.	这条河的流量季节性很强，春天融雪时会上涨。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	120	experimental	/ɪkˌsperɪˈmentl/	adj.	高频	实验的；试验性的	experiment（实验）+ al → 实验性的	The experimental farm trials a new kind of wheat that needs no chemical sprays.	这个实验农场正在试种一种无需喷洒化学药剂的新型小麦。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	121	favourable	/ˈfeɪvərəbl/	adj.	核心	有利的；赞成的	favour（有利于）+ able（能…的）→ 有利的	Warm, moist weather is favourable for the rapid growth of most garden vegetables.	温暖潮湿的天气有利于大多数蔬菜快速生长。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	122	productive	/prəˈdʌktɪv/	adj.	核心	多产的	product（产品）+ ive → 多产的	With good care, a single tomato plant can be highly productive throughout summer.	在良好照料下，单棵番茄植株整个夏天都能保持高产量。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	123	effective	/ɪˈfektɪv/	adj.	核心	有效的	effect（效果）+ ive → 有效的	This natural pesticide proved very effective against common garden pests.	这种天然杀虫剂被证明对常见花园害虫非常有效。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
2	植物研究	124	efficient	/ɪˈfɪʃənt/	adj.	核心	效率高的	ef（出）+ fic（做）+ ient → 有效率的	Drip irrigation is a far more efficient way to water crops than flooding fields.	滴灌是一种远比大水漫灌更高效的浇灌作物的方式。		https://www.leonwang.cc/ielts-vocab/data-2.js?v=20260618-1
